,filename,score,num_of_evaluations,mean_score
434,BpQk-2pDqYT.jpg,13,20,0.65
435,BpQk96OAXMc.jpg,8,20,0.4
437,BpQkD6NnWHU.jpg,13,20,0.65
438,BpQkLPHHTuV.jpg,4,17,0.23529411764705882
436,BpQkbG3gXxw.jpg,14,23,0.6086956521739131
442,BpQkzS_Fmhw.jpg,12,23,0.5217391304347826
443,BpQlCqMASox.jpg,14,20,0.7
446,BpQlij0A97B.jpg,12,20,0.6
451,BpQmnafg_gb.jpg,14,17,0.8235294117647058
460,BpQnQ8_l64p.jpg,11,19,0.5789473684210527
463,BpQnYP8Aow4.jpg,10,18,0.5555555555555556
466,BpQoEv2gkaa.jpg,5,13,0.38461538461538464
467,BpQoI_xA8Jd.jpg,7,18,0.3888888888888889
468,BpQoKHBhyBD.jpg,8,17,0.47058823529411764
465,BpQoaVVA5gg.jpg,5,18,0.2777777777777778
495,BpTaY_KHZ-5.jpg,13,19,0.6842105263157895
494,BpTapGCBfC7.jpg,13,22,0.5909090909090909
496,BpTbFQUlaw7.jpg,14,18,0.7777777777777778
497,BpTbHY7h-Zw.jpg,9,21,0.42857142857142855
498,BpTbrELhCmk.jpg,16,18,0.8888888888888888
499,BpTbu6fA8Vp.jpg,11,18,0.6111111111111112
